accession,dataset,row_id:ID(Protein),:LABEL
Q3UQI9,UP000005640_9606,8901,Protein
Q3UQL6,UP000005640_9606,8902,Protein
Q3UQN2,UP000005640_9606,8903,Protein
Q3UQS2,UP000005640_9606,8904,Protein
Q3UQS8,UP000005640_9606,8905,Protein
Q3UQU0,UP000005640_9606,8906,Protein
Q3UQV5,UP000005640_9606,8907,Protein
Q3UR32,UP000005640_9606,8908,Protein
Q3UR50,UP000005640_9606,8909,Protein
Q3UR70,UP000005640_9606,8910,Protein
Q3UR78,UP000005640_9606,8911,Protein
Q3UR85,UP000005640_9606,8912,Protein
Q3UR97,UP000005640_9606,8913,Protein
Q3URD2,UP000005640_9606,8914,Protein
Q3URD3,UP000005640_9606,8915,Protein
Q3URE1,UP000005640_9606,8916,Protein
Q3URE8,UP000005640_9606,8917,Protein
Q3URE9,UP000005640_9606,8918,Protein
Q3URF8,UP000005640_9606,8919,Protein
Q3URG9,UP000005640_9606,8920,Protein
Q3URI6,UP000005640_9606,8921,Protein
Q3URJ8,UP000005640_9606,8922,Protein
Q3URK1,UP000005640_9606,8923,Protein
Q3URK3,UP000005640_9606,8924,Protein
Q3URN6,UP000005640_9606,8925,Protein
Q3URQ0,UP000005640_9606,8926,Protein
Q3URQ4,UP000005640_9606,8927,Protein
Q3URQ7,UP000005640_9606,8928,Protein
Q3URR0,UP000005640_9606,8929,Protein
Q3URR7,UP000005640_9606,8930,Protein
Q3URS2,UP000005640_9606,8931,Protein
Q3URS3,UP000005640_9606,8932,Protein
Q3URS9,UP000005640_9606,8933,Protein
Q3URU2,UP000005640_9606,8934,Protein
Q3URV1,UP000005640_9606,8935,Protein
Q3URY0,UP000005640_9606,8936,Protein
Q3URY2,UP000005640_9606,8937,Protein
Q3URY5,UP000005640_9606,8938,Protein
Q3URY6,UP000005640_9606,8939,Protein
Q3US16,UP000005640_9606,8940,Protein
Q3US17,UP000005640_9606,8941,Protein
Q3US41,UP000005640_9606,8942,Protein
Q3US60,UP000005640_9606,8943,Protein
Q3USB7,UP000005640_9606,8944,Protein
Q3USF0,UP000005640_9606,8945,Protein
Q3USH1,UP000005640_9606,8946,Protein
Q3USH5,UP000005640_9606,8947,Protein
Q3USJ8,UP000005640_9606,8948,Protein
Q3USL1,UP000005640_9606,8949,Protein
Q3USQ7,UP000005640_9606,8950,Protein
Q3USS3,UP000005640_9606,8951,Protein
Q3UST5,UP000005640_9606,8952,Protein
Q3USW5,UP000005640_9606,8953,Protein
Q3USY0,UP000005640_9606,8954,Protein
Q3USZ2,UP000005640_9606,8955,Protein
Q3USZ8,UP000005640_9606,8956,Protein
Q3UT11,UP000005640_9606,8957,Protein
Q3UT41,UP000005640_9606,8958,Protein
Q3UT53,UP000005640_9606,8959,Protein
Q3UT54,UP000005640_9606,8960,Protein
Q3UT76,UP000005640_9606,8961,Protein
Q3UT86,UP000005640_9606,8962,Protein
Q3UTA4,UP000005640_9606,8963,Protein
Q3UTA8,UP000005640_9606,8964,Protein
Q3UTA9,UP000005640_9606,8965,Protein
Q3UTB2,UP000005640_9606,8966,Protein
Q3UTB7,UP000005640_9606,8967,Protein
Q3UTC0,UP000005640_9606,8968,Protein
Q3UTC4,UP000005640_9606,8969,Protein
Q3UTD9,UP000005640_9606,8970,Protein
Q3UTE2,UP000005640_9606,8971,Protein
Q3UTH8,UP000005640_9606,8972,Protein
Q3UTJ2,UP000005640_9606,8973,Protein
Q3UTQ6,UP000005640_9606,8974,Protein
Q3UTQ7,UP000005640_9606,8975,Protein
Q3UTQ8,UP000005640_9606,8976,Protein
Q3UTS8,UP000005640_9606,8977,Protein
Q3UTY6,UP000005640_9606,8978,Protein
Q3UTZ3,UP000005640_9606,8979,Protein
Q3UU21,UP000005640_9606,8980,Protein
Q3UU35,UP000005640_9606,8981,Protein
Q3UU41,UP000005640_9606,8982,Protein
Q3UU43,UP000005640_9606,8983,Protein
Q3UU67,UP000005640_9606,8984,Protein
Q3UU94,UP000005640_9606,8985,Protein
Q3UU96,UP000005640_9606,8986,Protein
Q3UUA0,UP000005640_9606,8987,Protein
Q3UUD2,UP000005640_9606,8988,Protein
Q3UUE9,UP000005640_9606,8989,Protein
Q3UUF8,UP000005640_9606,8990,Protein
Q3UUG6,UP000005640_9606,8991,Protein
Q3UUI3,UP000005640_9606,8992,Protein
Q3UUJ4,UP000005640_9606,8993,Protein
Q3UUQ7,UP000005640_9606,8994,Protein
Q3UUV5,UP000005640_9606,8995,Protein
Q3UUV9,UP000005640_9606,8996,Protein
Q3UUX7,UP000005640_9606,8997,Protein
Q3UUY3,UP000005640_9606,8998,Protein
Q3UUY6,UP000005640_9606,8999,Protein
Q3UV16,UP000005640_9606,9000,Protein
Q3UV17,UP000005640_9606,9001,Protein
Q3UV31,UP000005640_9606,9002,Protein
Q3UV48,UP000005640_9606,9003,Protein
Q3UV55,UP000005640_9606,9004,Protein
Q3UV66,UP000005640_9606,9005,Protein
Q3UV70,UP000005640_9606,9006,Protein
Q3UV71,UP000005640_9606,9007,Protein
Q3UV74,UP000005640_9606,9008,Protein
Q3UVC0,UP000005640_9606,9009,Protein
Q3UVD5,UP000005640_9606,9010,Protein
Q3UVF6,UP000005640_9606,9011,Protein
Q3UVG3,UP000005640_9606,9012,Protein
Q3UVK0,UP000005640_9606,9013,Protein
Q3UVL3,UP000005640_9606,9014,Protein
Q3UVL4,UP000005640_9606,9015,Protein
Q3UVR3,UP000005640_9606,9016,Protein
Q3UVU3,UP000005640_9606,9017,Protein
Q3UVV9,UP000005640_9606,9018,Protein
Q3UVX5,UP000005640_9606,9019,Protein
Q3UVY1,UP000005640_9606,9020,Protein
Q3UVY5,UP000005640_9606,9021,Protein
Q3UW02,UP000005640_9606,9022,Protein
Q3UW09,UP000005640_9606,9023,Protein
Q3UW12,UP000005640_9606,9024,Protein
Q3UW21,UP000005640_9606,9025,Protein
Q3UW22,UP000005640_9606,9026,Protein
Q3UW26,UP000005640_9606,9027,Protein
Q3UW31,UP000005640_9606,9028,Protein
Q3UW41,UP000005640_9606,9029,Protein
Q3UW43,UP000005640_9606,9030,Protein
Q3UW53,UP000005640_9606,9031,Protein
Q3UW55,UP000005640_9606,9032,Protein
Q3UW68,UP000005640_9606,9033,Protein
Q3UW77,UP000005640_9606,9034,Protein
Q3UW98,UP000005640_9606,9035,Protein
Q3UWA4,UP000005640_9606,9036,Protein
Q3UWA6,UP000005640_9606,9037,Protein
Q3UWE6,UP000005640_9606,9038,Protein
Q3UWK8,UP000005640_9606,9039,Protein
Q3UWK9,UP000005640_9606,9040,Protein
Q3UWL8,UP000005640_9606,9041,Protein
Q3UWM4,UP000005640_9606,9042,Protein
Q3UWQ3,UP000005640_9606,9043,Protein
Q3UWR2,UP000005640_9606,9044,Protein
Q3UWS2,UP000005640_9606,9045,Protein
Q3UWS6,UP000005640_9606,9046,Protein
Q3UWW6,UP000005640_9606,9047,Protein
Q3UWY1,UP000005640_9606,9048,Protein
Q3UWZ0,UP000005640_9606,9049,Protein
Q3UX10,UP000005640_9606,9050,Protein
Q3UX43,UP000005640_9606,9051,Protein
Q3UX49,UP000005640_9606,9052,Protein
Q3UX61,UP000005640_9606,9053,Protein
Q3UX62,UP000005640_9606,9054,Protein
Q3UX66,UP000005640_9606,9055,Protein
Q3UX83,UP000005640_9606,9056,Protein
Q3UXB0,UP000005640_9606,9057,Protein
Q3UXL1,UP000005640_9606,9058,Protein
Q3UXL4,UP000005640_9606,9059,Protein
Q3UXZ6,UP000005640_9606,9060,Protein
Q3UXZ9,UP000005640_9606,9061,Protein
Q3UY23,UP000005640_9606,9062,Protein
Q3UY34,UP000005640_9606,9063,Protein
Q3UY51,UP000005640_9606,9064,Protein
Q3UY90,UP000005640_9606,9065,Protein
Q3UY96,UP000005640_9606,9066,Protein
Q3UYC0,UP000005640_9606,9067,Protein
Q3UYG1,UP000005640_9606,9068,Protein
Q3UYG8,UP000005640_9606,9069,Protein
Q3UYH7,UP000005640_9606,9070,Protein
Q3UYI5,UP000005640_9606,9071,Protein
Q3UYI6,UP000005640_9606,9072,Protein
Q3UYK3,UP000005640_9606,9073,Protein
Q3UYP3,UP000005640_9606,9074,Protein
Q3UYR0,UP000005640_9606,9075,Protein
Q3UYR4,UP000005640_9606,9076,Protein
Q3UYV8,UP000005640_9606,9077,Protein
Q3UYV9,UP000005640_9606,9078,Protein
Q3UZ01,UP000005640_9606,9079,Protein
Q3UZ09,UP000005640_9606,9080,Protein
Q3UZ18,UP000005640_9606,9081,Protein
Q3UZ24,UP000005640_9606,9082,Protein
Q3UZ39,UP000005640_9606,9083,Protein
Q3UZ45,UP000005640_9606,9084,Protein
Q3UZ57,UP000005640_9606,9085,Protein
Q3UZA1,UP000005640_9606,9086,Protein
Q3UZB0,UP000005640_9606,9087,Protein
Q3UZD5,UP000005640_9606,9088,Protein
Q3UZD7,UP000005640_9606,9089,Protein
Q3UZP0,UP000005640_9606,9090,Protein
Q3UZP4,UP000005640_9606,9091,Protein
Q3UZV7,UP000005640_9606,9092,Protein
Q3UZW7,UP000005640_9606,9093,Protein
Q3UZY0,UP000005640_9606,9094,Protein
Q3UZY6,UP000005640_9606,9095,Protein
Q3UZZ4,UP000005640_9606,9096,Protein
Q3UZZ6,UP000005640_9606,9097,Protein
Q3V009,UP000005640_9606,9098,Protein
Q3V016,UP000005640_9606,9099,Protein
Q3V036,UP000005640_9606,9100,Protein
Q3V037,UP000005640_9606,9101,Protein
Q3V038,UP000005640_9606,9102,Protein
Q3V041,UP000005640_9606,9103,Protein
Q3V050,UP000005640_9606,9104,Protein
Q3V061,UP000005640_9606,9105,Protein
Q3V063,UP000005640_9606,9106,Protein
Q3V079,UP000005640_9606,9107,Protein
Q3V080,UP000005640_9606,9108,Protein
Q3V089,UP000005640_9606,9109,Protein
Q3V096,UP000005640_9606,9110,Protein
Q3V0A6,UP000005640_9606,9111,Protein
Q3V0B4,UP000005640_9606,9112,Protein
Q3V0C1,UP000005640_9606,9113,Protein
Q3V0C3,UP000005640_9606,9114,Protein
Q3V0C5,UP000005640_9606,9115,Protein
Q3V0E1,UP000005640_9606,9116,Protein
Q3V0F0,UP000005640_9606,9117,Protein
Q3V0G7,UP000005640_9606,9118,Protein
Q3V0H9,UP000005640_9606,9119,Protein
Q3V0I2,UP000005640_9606,9120,Protein
Q3V0I7,UP000005640_9606,9121,Protein
Q3V0J1,UP000005640_9606,9122,Protein
Q3V0J4,UP000005640_9606,9123,Protein
Q3V0K9,UP000005640_9606,9124,Protein
Q3V0L5,UP000005640_9606,9125,Protein
Q3V0M1,UP000005640_9606,9126,Protein
Q3V0M2,UP000005640_9606,9127,Protein
Q3V0P1,UP000005640_9606,9128,Protein
Q3V0P3,UP000005640_9606,9129,Protein
Q3V0P9,UP000005640_9606,9130,Protein
Q3V0Q1,UP000005640_9606,9131,Protein
Q3V0Q6,UP000005640_9606,9132,Protein
Q3V0Q7,UP000005640_9606,9133,Protein
Q3V0S8,UP000005640_9606,9134,Protein
Q3V0T4,UP000005640_9606,9135,Protein
Q3V0U0,UP000005640_9606,9136,Protein
Q3V0U9,UP000005640_9606,9137,Protein
Q3V0X1,UP000005640_9606,9138,Protein
Q3V0X2,UP000005640_9606,9139,Protein
Q3V0Y1,UP000005640_9606,9140,Protein
Q3V113,UP000005640_9606,9141,Protein
Q3V118,UP000005640_9606,9142,Protein
Q3V124,UP000005640_9606,9143,Protein
Q3V125,UP000005640_9606,9144,Protein
Q3V129,UP000005640_9606,9145,Protein
Q3V132,UP000005640_9606,9146,Protein
Q3V140,UP000005640_9606,9147,Protein
Q3V172,UP000005640_9606,9148,Protein
Q3V185,UP000005640_9606,9149,Protein
Q3V188,UP000005640_9606,9150,Protein
Q3V1B8,UP000005640_9606,9151,Protein
Q3V1D3,UP000005640_9606,9152,Protein
Q3V1D5,UP000005640_9606,9153,Protein
Q3V1F1,UP000005640_9606,9154,Protein
Q3V1F8,UP000005640_9606,9155,Protein
Q3V1G4,UP000005640_9606,9156,Protein
Q3V1H1,UP000005640_9606,9157,Protein
Q3V1H3,UP000005640_9606,9158,Protein
Q3V1H9,UP000005640_9606,9159,Protein
Q3V1I0,UP000005640_9606,9160,Protein
Q3V1L4,UP000005640_9606,9161,Protein
Q3V1L6,UP000005640_9606,9162,Protein
Q3V1M1,UP000005640_9606,9163,Protein
Q3V1N1,UP000005640_9606,9164,Protein
Q3V1N5,UP000005640_9606,9165,Protein
Q3V1N9,UP000005640_9606,9166,Protein
Q3V1T4,UP000005640_9606,9167,Protein
Q3V1U8,UP000005640_9606,9168,Protein
Q3V1V3,UP000005640_9606,9169,Protein
Q3V1Z5,UP000005640_9606,9170,Protein
Q3V209,UP000005640_9606,9171,Protein
Q3V290,UP000005640_9606,9172,Protein
Q3V2A7,UP000005640_9606,9173,Protein
Q3V2C1,UP000005640_9606,9174,Protein
Q3V2D2,UP000005640_9606,9175,Protein
Q3V2D6,UP000005640_9606,9176,Protein
Q3V2G4,UP000005640_9606,9177,Protein
Q3V2G9,UP000005640_9606,9178,Protein
Q3V2J0,UP000005640_9606,9179,Protein
Q3V2J1,UP000005640_9606,9180,Protein
Q3V2J9,UP000005640_9606,9181,Protein
Q3V2K1,UP000005640_9606,9182,Protein
Q3V2K7,UP000005640_9606,9183,Protein
Q3V2L0,UP000005640_9606,9184,Protein
Q3V2Q8,UP000005640_9606,9185,Protein
Q3V2T4,UP000005640_9606,9186,Protein
Q3V300,UP000005640_9606,9187,Protein
Q3V384,UP000005640_9606,9188,Protein
Q3V3A1,UP000005640_9606,9189,Protein
Q3V3A3,UP000005640_9606,9190,Protein
Q3V3A7,UP000005640_9606,9191,Protein
Q3V3E1,UP000005640_9606,9192,Protein
Q3V3F6,UP000005640_9606,9193,Protein
Q3V3G7,UP000005640_9606,9194,Protein
Q3V3I2,UP000005640_9606,9195,Protein
Q3V3I5,UP000005640_9606,9196,Protein
Q3V3K7,UP000005640_9606,9197,Protein
Q3V3N7,UP000005640_9606,9198,Protein
Q3V3Q4,UP000005640_9606,9199,Protein
Q3V3Q7,UP000005640_9606,9200,Protein
Q3V3R1,UP000005640_9606,9201,Protein
Q3V3R4,UP000005640_9606,9202,Protein
Q3V3V9,UP000005640_9606,9203,Protein
Q3V3W4,UP000005640_9606,9204,Protein
Q3V3Z3,UP000005640_9606,9205,Protein
Q3V460,UP000005640_9606,9206,Protein
Q3V490,UP000005640_9606,9207,Protein
Q3V4B5,UP000005640_9606,9208,Protein
Q3V4B6,UP000005640_9606,9209,Protein
Q3V4B7,UP000005640_9606,9210,Protein
Q3ZAS0,UP000005640_9606,9211,Protein
Q3ZK22,UP000005640_9606,9212,Protein
Q3ZN08,UP000005640_9606,9213,Protein
Q3ZRW6,UP000005640_9606,9214,Protein
Q3ZT31,UP000005640_9606,9215,Protein
Q400C8,UP000005640_9606,9216,Protein
Q402B2,UP000005640_9606,9217,Protein
Q402U7,UP000005640_9606,9218,Protein
Q45HK4,UP000005640_9606,9219,Protein
Q45KJ6,UP000005640_9606,9220,Protein
Q45VK7,UP000005640_9606,9221,Protein
Q45VN2,UP000005640_9606,9222,Protein
Q497H0,UP000005640_9606,9223,Protein
Q497I4,UP000005640_9606,9224,Protein
Q497I5,UP000005640_9606,9225,Protein
Q497J0,UP000005640_9606,9226,Protein
Q497J1,UP000005640_9606,9227,Protein
Q497K5,UP000005640_9606,9228,Protein
Q497K7,UP000005640_9606,9229,Protein
Q497L1,UP000005640_9606,9230,Protein
Q497L3,UP000005640_9606,9231,Protein
Q497L8,UP000005640_9606,9232,Protein
Q497L9,UP000005640_9606,9233,Protein
Q497M0,UP000005640_9606,9234,Protein
Q497M3,UP000005640_9606,9235,Protein
Q497M6,UP000005640_9606,9236,Protein
Q497N6,UP000005640_9606,9237,Protein
Q497N7,UP000005640_9606,9238,Protein
Q497P3,UP000005640_9606,9239,Protein
Q497P9,UP000005640_9606,9240,Protein
Q497Q6,UP000005640_9606,9241,Protein
Q497R7,UP000005640_9606,9242,Protein
Q497S0,UP000005640_9606,9243,Protein
Q497V5,UP000005640_9606,9244,Protein
Q497V6,UP000005640_9606,9245,Protein
Q497V9,UP000005640_9606,9246,Protein
Q497W1,UP000005640_9606,9247,Protein
Q497W2,UP000005640_9606,9248,Protein
Q497Y9,UP000005640_9606,9249,Protein
Q497Z0,UP000005640_9606,9250,Protein
Q499D0,UP000005640_9606,9251,Protein
Q499D5,UP000005640_9606,9252,Protein
Q499E0,UP000005640_9606,9253,Protein
Q499E4,UP000005640_9606,9254,Protein
Q499E5,UP000005640_9606,9255,Protein
Q499E6,UP000005640_9606,9256,Protein
Q499F0,UP000005640_9606,9257,Protein
Q499M4,UP000005640_9606,9258,Protein
Q499X9,UP000005640_9606,9259,Protein
Q49B93,UP000005640_9606,9260,Protein
Q4ACU6,UP000005640_9606,9261,Protein
Q4FJU9,UP000005640_9606,9262,Protein
Q4FK66,UP000005640_9606,9263,Protein
Q4FZC9,UP000005640_9606,9264,Protein
Q4FZD7,UP000005640_9606,9265,Protein
Q4FZE8,UP000005640_9606,9266,Protein
Q4FZF2,UP000005640_9606,9267,Protein
Q4FZF3,UP000005640_9606,9268,Protein
Q4FZF9,UP000005640_9606,9269,Protein
Q4FZG7,UP000005640_9606,9270,Protein
Q4FZG8,UP000005640_9606,9271,Protein
Q4FZG9,UP000005640_9606,9272,Protein
Q4FZH1,UP000005640_9606,9273,Protein
Q4G0C7,UP000005640_9606,9274,Protein
Q4G0F8,UP000005640_9606,9275,Protein
Q4G5Y1,UP000005640_9606,9276,Protein
Q4JIM5,UP000005640_9606,9277,Protein
Q4JK59,UP000005640_9606,9278,Protein
Q4KKZ1,UP000005640_9606,9279,Protein
Q4KL04,UP000005640_9606,9280,Protein
Q4KL05,UP000005640_9606,9281,Protein
Q4KL13,UP000005640_9606,9282,Protein
Q4KL14,UP000005640_9606,9283,Protein
Q4KL18,UP000005640_9606,9284,Protein
Q4KL20,UP000005640_9606,9285,Protein
Q4KL25,UP000005640_9606,9286,Protein
Q4KL31,UP000005640_9606,9287,Protein
Q4KL35,UP000005640_9606,9288,Protein
Q4KL65,UP000005640_9606,9289,Protein
Q4KL66,UP000005640_9606,9290,Protein
Q4KL71,UP000005640_9606,9291,Protein
Q4KL78,UP000005640_9606,9292,Protein
Q4KML4,UP000005640_9606,9293,Protein
Q4KMM3,UP000005640_9606,9294,Protein
Q4KN81,UP000005640_9606,9295,Protein
Q4KUS1,UP000005640_9606,9296,Protein
Q4KUS2,UP000005640_9606,9297,Protein
Q4KWH5,UP000005640_9606,9298,Protein
Q4KXB6,UP000005640_9606,9299,Protein
Q4LDD4,UP000005640_9606,9300,Protein
Q4LDG0,UP000005640_9606,9301,Protein
Q4LFA9,UP000005640_9606,9302,Protein
Q4PJX1,UP000005640_9606,9303,Protein
Q4PLS0,UP000005640_9606,9304,Protein
Q4PNJ2,UP000005640_9606,9305,Protein
Q4PZA2,UP000005640_9606,9306,Protein
Q4QQK2,UP000005640_9606,9307,Protein
Q4QQM4,UP000005640_9606,9308,Protein
Q4QQM5,UP000005640_9606,9309,Protein
Q4QQP3,UP000005640_9606,9310,Protein
Q4QRL3,UP000005640_9606,9311,Protein
Q4QY32,UP000005640_9606,9312,Protein
Q4QY34,UP000005640_9606,9313,Protein
Q4QY64,UP000005640_9606,9314,Protein
Q4TU81,UP000005640_9606,9315,Protein
Q4TU83,UP000005640_9606,9316,Protein
Q4TU90,UP000005640_9606,9317,Protein
Q4U2R1,UP000005640_9606,9318,Protein
Q4U4S6,UP000005640_9606,9319,Protein
Q4V9W2,UP000005640_9606,9320,Protein
Q4V9Z5,UP000005640_9606,9321,Protein
Q4VA36,UP000005640_9606,9322,Protein
Q4VA44,UP000005640_9606,9323,Protein
Q4VA45,UP000005640_9606,9324,Protein
Q4VA53,UP000005640_9606,9325,Protein
Q4VA55,UP000005640_9606,9326,Protein
Q4VA61,UP000005640_9606,9327,Protein
Q4VAA2,UP000005640_9606,9328,Protein
Q4VAA7,UP000005640_9606,9329,Protein
Q4VAB4,UP000005640_9606,9330,Protein
Q4VAC9,UP000005640_9606,9331,Protein
Q4VAD2,UP000005640_9606,9332,Protein
Q4VAE3,UP000005640_9606,9333,Protein
Q4VAH7,UP000005640_9606,9334,Protein
Q4VBD2,UP000005640_9606,9335,Protein
Q4VBD9,UP000005640_9606,9336,Protein
Q4VBE4,UP000005640_9606,9337,Protein
Q4VBE8,UP000005640_9606,9338,Protein
Q4VBF2,UP000005640_9606,9339,Protein
Q4VC17,UP000005640_9606,9340,Protein
Q4VC33,UP000005640_9606,9341,Protein
Q4VGL6,UP000005640_9606,9342,Protein
Q4VK74,UP000005640_9606,9343,Protein
Q4ZGD8,UP000005640_9606,9344,Protein
Q4ZGD9,UP000005640_9606,9345,Protein
Q4ZJM7,UP000005640_9606,9346,Protein
Q4ZJM9,UP000005640_9606,9347,Protein
Q4ZJN1,UP000005640_9606,9348,Protein
Q501J2,UP000005640_9606,9349,Protein
Q501J6,UP000005640_9606,9350,Protein
Q501J7,UP000005640_9606,9351,Protein
Q501P1,UP000005640_9606,9352,Protein
Q504M2,UP000005640_9606,9353,Protein
Q504M8,UP000005640_9606,9354,Protein
Q504N0,UP000005640_9606,9355,Protein
Q504N2,UP000005640_9606,9356,Protein
Q504N7,UP000005640_9606,9357,Protein
Q504P2,UP000005640_9606,9358,Protein
Q504P9,UP000005640_9606,9359,Protein
Q505B7,UP000005640_9606,9360,Protein
Q505B8,UP000005640_9606,9361,Protein
Q505D1,UP000005640_9606,9362,Protein
Q505D7,UP000005640_9606,9363,Protein
Q505D9,UP000005640_9606,9364,Protein
Q505F1,UP000005640_9606,9365,Protein
Q505F4,UP000005640_9606,9366,Protein
Q505F5,UP000005640_9606,9367,Protein
Q505G4,UP000005640_9606,9368,Protein
Q505G8,UP000005640_9606,9369,Protein
Q505H4,UP000005640_9606,9370,Protein
Q505K2,UP000005640_9606,9371,Protein
Q50E62,UP000005640_9606,9372,Protein
Q50H32,UP000005640_9606,9373,Protein
Q50H33,UP000005640_9606,9374,Protein
Q50L41,UP000005640_9606,9375,Protein
Q50L42,UP000005640_9606,9376,Protein
Q50L43,UP000005640_9606,9377,Protein
Q52KB6,UP000005640_9606,9378,Protein
Q52KE7,UP000005640_9606,9379,Protein
Q52KF3,UP000005640_9606,9380,Protein
Q52KG3,UP000005640_9606,9381,Protein
Q52KG4,UP000005640_9606,9382,Protein
Q52KG5,UP000005640_9606,9383,Protein
Q52KH6,UP000005640_9606,9384,Protein
Q52KI8,UP000005640_9606,9385,Protein
Q52KP5,UP000005640_9606,9386,Protein
Q52KR2,UP000005640_9606,9387,Protein
Q52KR3,UP000005640_9606,9388,Protein
Q562D6,UP000005640_9606,9389,Protein
Q562E2,UP000005640_9606,9390,Protein
Q566J8,UP000005640_9606,9391,Protein
Q569E4,UP000005640_9606,9392,Protein
Q569E7,UP000005640_9606,9393,Protein
Q569L8,UP000005640_9606,9394,Protein
Q569N2,UP000005640_9606,9395,Protein
Q569X9,UP000005640_9606,9396,Protein
Q569Z5,UP000005640_9606,9397,Protein
Q569Z6,UP000005640_9606,9398,Protein
Q56A04,UP000005640_9606,9399,Protein
Q56A06,UP000005640_9606,9400,Protein
Q56A07,UP000005640_9606,9401,Protein
Q56A08,UP000005640_9606,9402,Protein
Q56A10,UP000005640_9606,9403,Protein
Q570Y9,UP000005640_9606,9404,Protein
Q571B6,UP000005640_9606,9405,Protein
Q571C7,UP000005640_9606,9406,Protein
Q571E4,UP000005640_9606,9407,Protein
Q571E5,UP000005640_9606,9408,Protein
Q571F5,UP000005640_9606,9409,Protein
Q571F8,UP000005640_9606,9410,Protein
Q571G4,UP000005640_9606,9411,Protein
Q571H0,UP000005640_9606,9412,Protein
Q571I4,UP000005640_9606,9413,Protein
Q571I9,UP000005640_9606,9414,Protein
Q571J5,UP000005640_9606,9415,Protein
Q571K4,UP000005640_9606,9416,Protein
Q587J6,UP000005640_9606,9417,Protein
Q58A37,UP000005640_9606,9418,Protein
Q58A65,UP000005640_9606,9419,Protein
Q58FA4,UP000005640_9606,9420,Protein
Q58NB6,UP000005640_9606,9421,Protein
Q58Y74,UP000005640_9606,9422,Protein
Q58Y75,UP000005640_9606,9423,Protein
Q59IW5,UP000005640_9606,9424,Protein
Q59J78,UP000005640_9606,9425,Protein
Q5BJ29,UP000005640_9606,9426,Protein
Q5BKP2,UP000005640_9606,9427,Protein
Q5BKP9,UP000005640_9606,9428,Protein
Q5BKQ4,UP000005640_9606,9429,Protein
Q5BKR2,UP000005640_9606,9430,Protein
Q5BKS4,UP000005640_9606,9431,Protein
Q5BL07,UP000005640_9606,9432,Protein
Q5BLK4,UP000005640_9606,9433,Protein
Q5BN45,UP000005640_9606,9434,Protein
Q5BU09,UP000005640_9606,9435,Protein
Q5CZY0,UP000005640_9606,9436,Protein
Q5D1E7,UP000005640_9606,9437,Protein
Q5D525,UP000005640_9606,9438,Protein
Q5DID3,UP000005640_9606,9439,Protein
Q5DP50,UP000005640_9606,9440,Protein
Q5DQQ6,UP000005640_9606,9441,Protein
Q5DQR4,UP000005640_9606,9442,Protein
Q5DRQ8,UP000005640_9606,9443,Protein
Q5DT36,UP000005640_9606,9444,Protein
Q5DTH5,UP000005640_9606,9445,Protein
Q5DTI6,UP000005640_9606,9446,Protein
Q5DTI8,UP000005640_9606,9447,Protein
Q5DTJ9,UP000005640_9606,9448,Protein
Q5DTK1,UP000005640_9606,9449,Protein
Q5DTL9,UP000005640_9606,9450,Protein
Q5DTM8,UP000005640_9606,9451,Protein
Q5DTN8,UP000005640_9606,9452,Protein
Q5DTT1,UP000005640_9606,9453,Protein
Q5DTT2,UP000005640_9606,9454,Protein
Q5DTT3,UP000005640_9606,9455,Protein
Q5DTT4,UP000005640_9606,9456,Protein
Q5DTT8,UP000005640_9606,9457,Protein
Q5DTU0,UP000005640_9606,9458,Protein
Q5DTV4,UP000005640_9606,9459,Protein
Q5DTW2,UP000005640_9606,9460,Protein
Q5DTW7,UP000005640_9606,9461,Protein
Q5DTX6,UP000005640_9606,9462,Protein
Q5DTY9,UP000005640_9606,9463,Protein
Q5DTZ0,UP000005640_9606,9464,Protein
Q5DTZ6,UP000005640_9606,9465,Protein
Q5DU00,UP000005640_9606,9466,Protein
Q5DU02,UP000005640_9606,9467,Protein
Q5DU05,UP000005640_9606,9468,Protein
Q5DU09,UP000005640_9606,9469,Protein
Q5DU14,UP000005640_9606,9470,Protein
Q5DU25,UP000005640_9606,9471,Protein
Q5DU28,UP000005640_9606,9472,Protein
Q5DU31,UP000005640_9606,9473,Protein
Q5DU37,UP000005640_9606,9474,Protein
Q5DU41,UP000005640_9606,9475,Protein
Q5DU56,UP000005640_9606,9476,Protein
Q5DU57,UP000005640_9606,9477,Protein
Q5DW34,UP000005640_9606,9478,Protein
Q5EBG6,UP000005640_9606,9479,Protein
Q5EBG8,UP000005640_9606,9480,Protein
Q5EBH1,UP000005640_9606,9481,Protein
Q5EBI0,UP000005640_9606,9482,Protein
Q5EBJ2,UP000005640_9606,9483,Protein
Q5EBJ4,UP000005640_9606,9484,Protein
Q5EBP3,UP000005640_9606,9485,Protein
Q5EE38,UP000005640_9606,9486,Protein
Q5EG47,UP000005640_9606,9487,Protein
Q5ERI8,UP000005640_9606,9488,Protein
Q5ERJ0,UP000005640_9606,9489,Protein
Q5F201,UP000005640_9606,9490,Protein
Q5F204,UP000005640_9606,9491,Protein
Q5F226,UP000005640_9606,9492,Protein
Q5F259,UP000005640_9606,9493,Protein
Q5F267,UP000005640_9606,9494,Protein
Q5F285,UP000005640_9606,9495,Protein
Q5F289,UP000005640_9606,9496,Protein
Q5F293,UP000005640_9606,9497,Protein
Q5F297,UP000005640_9606,9498,Protein
